,uri,name,description,query,author,n_tracks,playlist_followers
1272,spotify:playlist:37i9dQZF1DX0zmsulfyDdq,Disney Lullaby,"Help your baby drift off to sleep with this soothing playlist of Disney favorites, including Frozen 2.",Disney,spotify,182,217075
1273,spotify:playlist:37i9dQZF1DX6ygqbbD1pKk,Disney Hits Latino,"Todos tus éxitos favoritos de Disney, incluyendo canciones de la película Coco. ",Disney,spotify,64,148792
1274,spotify:playlist:37i9dQZF1DX1AS8edutPQk,Disney Piano,Sit back and relax by listening to piano renditions of your favorite Disney songs.,Disney,spotify,133,137164
1275,spotify:playlist:37i9dQZF1DWXe3uGcHMBcq,Disney Channel Hits,Sing along to your favorite past and present Disney Channel hits including songs from Marvel Moon Girl and Devil Dinosaur.,Disney,spotify,150,130239
1276,spotify:playlist:37i9dQZF1DXauMQRH2JBCJ,Disney Love Songs,All your favorite Disney songs wrapped up with love!,Disney,spotify,75,95378
1277,spotify:playlist:37i9dQZF1DX5wCcrYmwEgg,Disney Hits Brasil,"Todos seus favoritos Disney Hits, incluindo canções de Encanto.",Disney,spotify,79,86234
1278,spotify:playlist:37i9dQZF1DWZIpZ4LZSlUo,Disney Hits Philippines,"All of your favorite Disney hits, including songs from Encanto.  See Disney's Encanto only in theaters on December 8th. ",Disney,spotify,56,64684
1279,spotify:playlist:37i9dQZF1DWZrtMhzu7qoN,Disney Hits España,"Todas tus canciones favoritas de Disney, incluidas las de Encanto. ",Disney,spotify,130,62214
1280,spotify:playlist:3bAzBFhhMU9IqfOqbGcntQ,Disney Metal Covers 🤘🏻,"Rock on, rockstars.",Disney,emilyrherrington,57,60468
1281,spotify:playlist:37i9dQZF1DX1X5WuBxE8Iy,Disney Princesa Latino,Las mejores canciones de Princesas de Disney.,Disney,spotify,49,59679
1282,spotify:playlist:37i9dQZF1DWYa24lU2SeaC,Disney Hits France,Tous tes hits préférés de Disney. ,Disney,spotify,99,56418
1283,spotify:playlist:37i9dQZF1DXb5f7x9TU60w,Disney Guitar,Sit back and relax by listening to guitar renditions of your favorite Disney songs.,Disney,spotify,50,55636
1284,spotify:playlist:1sK57sqzJaO2ZxilXD2KRw,"Easy Listening Classical For Study, Work, Relaxing, Chillout, Anything But Serious Listening","A collection of world's best classical compilations for casual listening, mixed together based on moods or occasions, performed by leading virtuosos of our times.",Easy Listening,ulyssestone,825,124703
1285,spotify:playlist:37i9dQZF1DX7oopxKf8qJx,Classic Easy Listening,The moody sound of easy listening from the 50's and 60's. Cover: Percy Faith,Easy Listening,spotify,75,53651
1286,spotify:playlist:5c3sDlhiEC9Fkfw6b6QjPL, Easy Listening,"listen to easy music the whole day whether you’re travelling, at work or doing chores at home.. ",Easy Listening,12143694837,510,50759
1288,spotify:playlist:1HCL160DlTgFfhimzakfcZ,Top Easy Listening Songs,Listen to the songs of your favorite artists from the 70s to 2022!!!,Easy Listening,177sivgx8ruejh6holm7zu0ib,341,30313
1289,spotify:playlist:7oZLVWwbexPXK3DlCqEFgk,Easy Listening Tunes,,Easy Listening,11159889448,403,24492
1290,spotify:playlist:3xiFTjVx60mePS7KzGs8HO,Easy Listening Pop Songs,Smooth pop songs to get you through the day,Easy Listening,1277863484,143,12432
1291,spotify:playlist:22fOcPkJZ4xngAuOep1oqI,1970s/80s Easy Listening,"A carefully curated selection of easy listening hits from the 1970s and early 1980s, the golden age of soft rock.",Easy Listening,karma1969,189,10539
1292,spotify:playlist:5SxWdjHlBIql3EbSzmfTYI,My 70's Easy Listening,"This is MY playlist of 70&#x27;s Easy Listening songs that we heard on the radio during the 1970&#x27;s, which includes a few 60&#x27;s tunes.  Enjoy!!    :)",Easy Listening,molliedollie123,1077,9061
1293,spotify:playlist:3kxVge7dPCacDgHGJmACcq,Saturday Morning Easy Listening,,Easy Listening,michael.c.pfitzer,217,8293
1294,spotify:playlist:1jWEg8qydHZyRR7eFwuJAI,Easy Listening for Work,,Easy Listening,22wkt3djgvp3bgyvbd6t2zacq,441,6131
1295,spotify:playlist:7AML2tG4QWmA2jePymTMDN,Easy Listening 80s,"Sit back, relax, and reminisce on the cool and chill sounds of the eighties ... Nothing too loud, or too sentimental here. Enjoy!",Easy Listening,cocoy.claravall,140,4727
1296,spotify:playlist:4zSNdO4i8dvgTQO5Y77K7H,Easy listening oldies,"Over 100 hours of easy listening, with more than 2,000 songs, ranging from the 1940s to the 1970s.",Easy Listening,fjg458tdhe6g062jn0k1a7afq,2083,4606
1297,spotify:playlist:6YYw7XNE6TldLfmTSKaXFz,Easy Listening 90's-00's,,Easy Listening,1246471660,438,4452
1299,spotify:playlist:19VUn2LXskyvLghthM1BCx,1940s Easy Listening,"A curated playlist of songs from 1938-1952, covering both ends of the 1940s.",Easy Listening,73yi5n1u8wrn680bs70m6x1d8,149,2053
1300,spotify:playlist:4nJOM9sEAIMwK0YSyqKM76,Easy Listening Piano,Sometimes the most productive thing you can do is relax. Sit back &amp; enjoy this beautiful piano music. #relaxingmusic #pianomusic,Easy Listening,relaxingpianocovers,126,1678
1301,spotify:playlist:2JqArf72J2Tk2w3JtjMU29,Easy Listening - Classic's & Oldies ,,Easy Listening,31qfrlh4oxwfva3wfvj3klkvvyc4,484,1436
1302,spotify:playlist:5twRPPZeEwOvKLv6rWsyCj,80s easy listening,,Easy Listening,briangaar,67,1425
1303,spotify:playlist:1kxbptgPtKXEptvKU1vALQ,licht klassiek easy listening,,Easy Listening,h3qg1zvzwi5bgy38a5f9wucec,253,1422
1304,spotify:playlist:37i9dQZF1DZ06evO15qSjK,This Is Kidz Bop Kids,"This is Kidz Bop Kids. The essential tracks, all in one playlist.",Bop,spotify,45,166463
1305,spotify:playlist:5VEZDK2ogMmYLHleVkDaOi,KIDZ BOP 2022 ,"KIDZ BOP 2022, the biggest KIDZ BOP album of the year, is AVAILABLE NOW 🎉💿 KIDZ BOP 2022 is jam packed with today’s biggest pop hits including “Good 4 U,” “Peaches,” “Levitating,” “Drivers License” + more sung by the KIDZ BOP Kids🎤✨🎸⁣",Bop,1255864681,81,102358
1306,spotify:playlist:37i9dQZF1DX6KyCRJzZneq,Best of Bebop,"<a href=""spotify:genre:0JQ5IMCbQBLzTital6q4J3"">Click here to explore more rapid changes, complex progressions and improvisation.  </a>
",Bop,spotify,45,100672
1307,spotify:playlist:37i9dQZF1DWYMfG0Phlxx8,IT'S A BOP!,Where your next bops live. Cover: laye,Bop,spotify,100,81543
1308,spotify:playlist:37i9dQZF1DWZZfLKhEkflI,Hard Bop Classics,Funky Jazz from the mid 1950s to the early 1960s. Cover: Art Blakey,Bop,spotify,75,59409
1309,spotify:playlist:37i9dQZF1DWSxFBv5NACE8,The Bop List,Only the sweetest dance pop bops!,Bop,spotify,70,51017
1310,spotify:playlist:3wM7fFlolhXXvFwwTpyBGB,Bops that hit different ,I&#x27;ll be adding songs the more videos I make,Bop,justindubu,239,31227
1311,spotify:playlist:0kIBsMh09ApundrYk0Se0v,bops in da car,,Bop,hlr013,501,25098
1312,spotify:playlist:3cJqV1eGWxfN2zIeaS3Qjm,KIDZ BOP 2023,,Bop,312kr5qyanxd24kqpmu72ockhwqu,39,22709
1313,spotify:playlist:37i9dQZF1DX0wgMWPqc1oG,Post Bop Essentials,The essential recordings from the beginning of the Post Bop era. Cover: Freddie Hubbard,Bop,spotify,100,19940
1314,spotify:playlist:1Tsa6hKcC2TIJ6ZcbsEhNx,Kidz Bop Dance Party,,Bop,12134085172,112,15834
1315,spotify:playlist:2RFmwA1UF7zhcalTC6YbUY,bops,popular songs of the 2000s and beyond,Bop,jesse.m.22200,1162,13876
1316,spotify:playlist:1ehOwZrba8mGYH6AB6VbaY,Bops that Can’t be Topped,,Bop,31dxd75vf5djvx227j2ooa6gmhpu,488,8505
1317,spotify:playlist:145hNByu4Y6YNhqsctHjXD,bops🍑,,Bop,jorie.purcell,463,6175
1318,spotify:playlist:3o1jJdcl3fz0nxnEvmpozM,"bops, bangers, & jams ","the ultimate party playlist for all your house party, frat basement, pregame, tailgate, post-game, dance party, fun friday night, shower singing needs",Bop,12821053,315,4920
1319,spotify:playlist:37i9dQZF1DZ06evO0PWEzE,This Is The Boppers,"This is The Boppers. The essential tracks, all in one playlist.",Bop,spotify,50,4284
1320,spotify:playlist:37i9dQZF1DWVBjGb4AlpHT,KIDZ BOP Kids,KIDS BOP KIDS Germany,Bop,spotify,22,3323
1321,spotify:playlist:07N1YoIeuUwUXGWuRxhqv8,Bops for the Gays 🏳️‍🌈,,Bop,1238312974,395,2338
1322,spotify:playlist:1Yxau8ZfpMyRiwXE6ECHnV,BOPS everyone knows🥶🥶,,Bop,cjpecore,147,2053
1323,spotify:playlist:37i9dQZF1DZ06evO1ifqUr,This Is The Big Bopper,"This is The Big Bopper. The essential tracks, all in one playlist.",Bop,spotify,14,1455
1324,spotify:playlist:37i9dQZF1DWTvNyxOwkztu,Chillout Lounge,Just lean back and enjoy relaxed beats.,Lounge,spotify,100,1716538
1325,spotify:playlist:37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,Soft house music for your laidback moments.,Lounge,spotify,300,1683600
1326,spotify:playlist:3ZrIRwh11hu5L9XC42ohmm,Lounge Music 2023 🍹 - Soft House - Ibiza Lounge - Chill House,"LOUNGE MUSIC Mix 2023 - Best Of LOUNGE Music  Chill Out Music 2023 - LOUNGE HITS - chill lounge playlist - best soft house music - best lounge songs - best chill songs 2023 - chill playlist - soft house playlist - mix chill- Cafe Del Mar, buddha bar For submissions: submissions@stormmusicgroup.com  ",Lounge,ianstormofficial,330,974038
1327,spotify:playlist:37i9dQZF1DX62Nfha2yFhL,Soul Lounge,"Whether you're lounging at home or out with your friends, let this playlist provide your soundtrack.",Lounge,spotify,80,872035
1328,spotify:playlist:37i9dQZF1DX68x6hand0cN,Shisha Lounge,Take another hit.,Lounge,spotify,78,813267
1329,spotify:playlist:16gXsmg48MdRTqCLNnx9Cu,Lounge Music 2023 🍹 Chill Playlist,Updated weekly with lounge hits and classics! best chill music playlist - best lounge songs - chill lounge playlist - best soft house music - deep chill playlist - soft house playlist - best chill mix - lounge mix - chill house mix,Lounge,21ifzjxggdajdpc4w6iqxslkq,300,625268
1330,spotify:playlist:6P98cP6nMIlk4AWB4wPMJf,LOUNGE MUSIC 2023,"Lounge chillout music hits of 2023. Want more chill? See our <a href=""https://linktr.ee/chillhousehits2022"">Chill House Hits</a> playlist!",Lounge,hbhz741mqsyfv0zafwby1nbq0,98,305353
1331,spotify:playlist:37i9dQZF1DXdQP3bGyOAvs,100% Lounge,Great chilled house.,Lounge,spotify,206,274872
1332,spotify:playlist:4jk1FbWL0XZthtdNuuR3YW,Lounge Music 2023 🍹 Relax & Chill ,Perfect playlist to vibe on a summer rooftop or a beach bar. New years cocktail music! Dinner Chill Music. Morning chill Music,Lounge,43xzlwfo0tft7hn5r5e6dksrd,198,270866
1333,spotify:playlist:37i9dQZF1DWTY99d0AYptp,Idol Lounge: NMIXX,Curious to know what songs the girls of NMIXX are listening to these days?,Lounge,spotify,36,247810
1334,spotify:playlist:37i9dQZF1DWZSdcRHMl2tT,Poolside Lounge,Chill house beats for hanging out in the sun.,Lounge,spotify,235,232784
1335,spotify:playlist:37i9dQZF1DX6kz6Kli3wib,Dinner Lounge,Soft electronic music for your dinner.,Lounge,spotify,148,155198
1336,spotify:playlist:37i9dQZF1DWVUSF6gmaR8i,The Piano Lounge,Kick back with a collection of classic and new piano rock and pop.,Lounge,spotify,40,153462
1337,spotify:playlist:37i9dQZF1DX0psQULQgJwx,SPA Lounge,Lounge sounds for SPA.,Lounge,spotify,105,122892
1338,spotify:playlist:5Z6AhELcmzaOcbiLGcQyu5,Lounge (Bar & Café)  ,"Positive Vibes, Brazilian Beachside Beats, Lounge Bar Grooves, Coffee House &amp; Chill Out Music. ",Lounge,pmb-music,256,115163
1339,spotify:playlist:37i9dQZF1DWX8l0PIEOYVj,Bass Lounge,Future & melodic bass. Cover: Tsu Nami.,Lounge,spotify,150,88353
1340,spotify:playlist:0VBDoaJZtuSNsV1GI4iNXi,🏝 Lounge Covers 2023 - Lounge Music,Chill out with your favorite hits 💯  lounge music lounge Covers | chill-out | cover hits | top 40 chill covers | chill house music | chill house 2023 | lounge music playlist | lounge playlist | lounge hits | chill house hits,Lounge,bobwx8tjr91ge6e78pfv590lk,296,84205
1341,spotify:playlist:3Vr1SdAeH01i6ttbTjNXOX,Lounge Covers Popular Songs,#Lounge #Covers #Popular #Songs #Lounge Remixes That Became Bigger Than the Originals,Lounge,o0fbzeszsjwj57ln417mucadz,250,65367
1342,spotify:playlist:68P6Y8AJy6Ofv1fv70ANDp,Lounge Chillout (Bar & Café),"Lounge Chillout for Bars, Cafés and Restaurants. ",Lounge,43xzlwfo0tft7hn5r5e6dksrd,270,65093
1343,spotify:playlist:37i9dQZF1DXbl3JqaogQ4y,Lounge Jazz,Soft Jazz beats in the background.,Lounge,spotify,100,46954
1344,spotify:playlist:37i9dQZF1DX3bH0P2uDnWA,Electro Swing,Bringing the roaring 20s into the 2020s,Swing,spotify,120,335739
1345,spotify:playlist:37i9dQZF1DXdDe8IDhRIo5,Hot Club Swing,Django and beyond.,Swing,spotify,74,265749
1346,spotify:playlist:37i9dQZF1DWYotlhbgVGaH,Swing Revival,It’s a swing thing.,Swing,spotify,50,110004
1347,spotify:playlist:1A51AEZEh5Gm8KVPLqhyzK,SWING  BIG BAND,SWING  BIG BAND,Swing,kenshiro_o,314,93646
1348,spotify:playlist:3b1bMOKb8ReDW7edq1u1WK,Swing Jazz Ragtime Early Rock & Roll 20's 30's 40's 50's 60's,"From early Gospel Blues &amp; Jazz to contemporary Crooning, the perfect mix for Art Deco, Roaring Twenties or fixing up your Hot Rod",Swing,laghater,118,50987
1349,spotify:playlist:6yY2tBY8976eFqsOIlBA0b,1930's-1950's Swing & Jazz,"Swing music, or simply swing, is a form of popular music developed in the United States that dominated in the 1930s and 1940s. The name swing came from the &#x27;swing feel&#x27; where the emphasis is on the off–beat or weaker pulse in the music.",Swing,michaeldil,254,44546
1350,spotify:playlist:2EHkjDvClxcc5yjtwuft6B,Swing ,,Swing,katrin-emde,163,32872
1351,spotify:playlist:0v9Jb8cfx8pnYboPSwSjaP,Swing Dance,,Swing,ivanzdravkovbg,415,24721
1352,spotify:playlist:6MRR5IfLeTHoMS5oXlrKlc,swing dance party playlist,,Swing,alecaugi,165,15775
1354,spotify:playlist:37i9dQZF1DZ06evO2zXzs7,This Is Swing Out Sister,"This is Swing Out Sister. The essential tracks, all in one playlist.",Swing,spotify,50,9007
1355,spotify:playlist:116yh8dgNq2AjWGV87dvz1,Swing Beats,"🥃 Speakeasy vibes from <a href=""https://youtube.com/thejazzhopcafe"">The Jazz Hop Café</a>.",Swing,thejazzhopcafe,50,7373
1356,spotify:playlist:3NUSByg8UpRkMtlKbLLb8J,Best Swing Dance Music,,Swing,1211974887,105,5498
1357,spotify:playlist:0GZGcv1CQMUfh7dgylg5Fq,Swing Instrumentals,"Instrumental Swing Music to play at the office, at home, at your most hip club, in the elevator, while on hold, etc.",Swing,123804291,134,4439
1358,spotify:playlist:7ozIzsI5BjRdU8n9PM5RVa,Swing Kids Movie Soundtrack,"Best attempt at recreating the movie soundtrack from the 1993 film Swing Kids, as it is not yet available on Spotify. Notable omissions: &quot;It Don&#x27;t Mean a Thing (If It Ain&#x27;t Got That Swing)&quot; by Billy Banks, and Bei mir bist Du schön by Janis Siegel. Instrumentals are not available but not missed.",Swing,123802987,10,4112
1359,spotify:playlist:0MQGpwtfPNmYJxULCzCtPM,Swing lynn vibes,,Swing,8cm6bkeiexb30vau42qoc38x2,52,3140
1360,spotify:playlist:37i9dQZF1E4EdfsiN3BkF0,Swing Out Sister Radio,,Swing,spotify,50,3039
1361,spotify:playlist:41wRxzUQNg3lYMMBbQTbJk,Swing Dance/Country 🔥,Thank for following! Send me new music too always looking for new tunes 🎶🔑,Swing,1270729800,1237,2840
1362,spotify:playlist:37i9dQZF1DZ06evNZZYjoN,This Is Swing & Simpatia,"This is Swing & Simpatia. The essential tracks, all in one playlist.",Swing,spotify,41,2343
1364,spotify:playlist:37i9dQZF1DWVCHIm2MEeIy,Electronic Circus,Time to rave again. ,Electronic,spotify,70,815316
1365,spotify:playlist:37i9dQZF1DX8AliSIsGeKd,Electronic Rising,The best new electronic music from Electronica to Techno. Cover: Kevin de Vries,Electronic,spotify,80,578902
1366,spotify:playlist:37i9dQZF1DX3XuTDjo5z5z,Electronic Concentration,Stay focused with this collection of electronic sounds.,Electronic,spotify,64,260180
1367,spotify:playlist:3RxJQGGhaS71GGUNuYEQns,ELECTRONICA PARA FIESTAS 2023 🔥 EXITOS,ELECTRONICA PARA FIESTAS 2023 🔥 EXITOS : VERANO 2023 MIX 🌴☀️  La Mejor Música Electrónica 2023 | ENGANCHADO FIESTA 2022 &amp; 2023 : MUSICA LOS MAS ESCUCHADOS : LA PLAYA : CHILL : LOUNGE : BRAZIL HITS : PORTUGAL : SPANISH HITS : DANCE MIX 2023 🌴Melhores Na Balada Jovem Pan 2023🌱Musicas Electronicas 🌱Alok,Electronic,hotamazingnetwork,156,250034
1368,spotify:playlist:5OuwluOQwdzeTMc3ZqTHcI,Electronica 2010-2023,Las mejores canciones electrónica de la década - The best electronic dance songs from this decade,Electronic,my4bu71zjwuu57jcyay5x39cw,187,207674
1369,spotify:playlist:37i9dQZF1DX0wMD4IoQ5aJ,Electronic Focus,Work and study to the sound of soft electronic music.,Electronic,spotify,158,201098
1370,spotify:playlist:37i9dQZF1DWYUYYlhkTuEn,Yoga Electronica,Let's flow to the beats of downtempo deep house.,Electronic,spotify,60,199643
1371,spotify:playlist:37i9dQZF1DXaRycgyh6kXP,Electronica Romantica,Delicate digital expressions of the heart.,Electronic,spotify,100,166371
1372,spotify:playlist:3SFXCGMk4EuIwhbn1LswkU,Electronic,,Electronic,31yjbhf2iqcmpplopvitcnihjooe,60,132848
1373,spotify:playlist:37i9dQZF1DX4Y1uAfxGdKJ,Electronic Running,Driving electronic grooves for improved motivation and performance.,Electronic,spotify,128,119351
1374,spotify:playlist:3F2o7xeKflJbdWKA2aDsFa,electronic/edm,"www.proedm.net for submissions | Weekly selection of best EDM, Electro House, Dance, Techno, Deep House, Slap House, Pop Songs.",Electronic,31y63zpqze7iuoaooob5dk3kfeay,80,104798
1375,spotify:playlist:37i9dQZF1DX1T3AaSrgy9r,Generation Electronica,Underground dance and alternative that went on to define a new millennium.,Electronic,spotify,88,88004
1376,spotify:playlist:37i9dQZF1DX9WbnZpHWMaI,Women of Electronic,Celebrating women at the centre of innovation in electronic music. Cover: TSHA,Electronic,spotify,60,71733
1377,spotify:playlist:57rLc4B0AUS2yKNwP9IMUr,Electronic Chill & Deep House,"The best electronic, chill and <a href=""https://open.spotify.com/user/uoak/playlist/2KztSYn8YLdjiQ83NXeEHI?si=eDoLC5KVQaCcQ4KBbnhClA"">deep house</a> music. Chill Out | Relax | Vibes | Organica | Campfire | Summer | Verano | Lounge | Bar | Beach | Summer | Sunset | Cafe Del Mar | Ushuaia | Ibiza | Bali | Anjuna | Miami | California | Surf | Boarding | Los Angeles | London | Amsterdam | Travel - by <a href=""https://open.spotify.com/artist/4hYS3fIqfvtmZPbbggczYk"">UOAK</a>",Electronic,uoak,110,67935
1378,spotify:playlist:61B7cHmaFlvuWcaVAAJoGk,Electronic Music Hits,"The Best Electronic Music! (EDM, Big Room, House) Updated weekly. Mail: contacto@cesarloza.com",Electronic,zjmv9yony86phxxqd1n4ydaqu,108,45827
1379,spotify:playlist:37i9dQZF1DWYnq334ufGOA,Pioneers of Electronic Music,Celebrating the women who shaped electronic music to its current incarnation. Cover: Wendy Carlos,Electronic,spotify,50,41580
1380,spotify:playlist:37i9dQZF1DWXMLSZjxlOBA,Electronic FM,Dance hits to soundtrack your life,Electronic,spotify,80,39005
1381,spotify:playlist:4sjsye4xyuVeYFQh0MJlMG,Electronic Chill,"The best new down-tempo Electronica, curated by Enhanced. Lose yourself in these sonic gems for study, focus, reading, relaxing and meditation 🌱",Electronic,enhanced_music,100,38407
1382,spotify:playlist:37i9dQZF1DWVXNkY9grbsT,Electronic X,Genre-defying artists pushing boundaries in electronic ambient music. Cover: JakoJako,Electronic,spotify,200,35656
1383,spotify:playlist:37i9dQZF1DXdXliePGSvEb,Best Electronic Songs of 2022,Our favorite electronic songs from around the world this year. Cover: Boris Brejcha,Electronic,spotify,75,30208
1384,spotify:playlist:37i9dQZF1DX3Ogo9pFvBkY,Ambient Relaxation,"Relax and unwind with chill, ambient music.",Ambient,spotify,290,1191871
1385,spotify:playlist:37i9dQZF1DX0x36cwEyOTG,Peaceful Indie Ambient,Relax with this Peaceful Indie Ambient mix.,Ambient,spotify,110,412897
1386,spotify:playlist:3CuRh7CCdEEnqf1lMRIQXC,Ambient Chill 2023 🍃,"Curated for sleep, study, focus &amp; relaxation. No beats, no vocals and no distractions. Packed full of the most beautiful &amp; relaxing music based tracks we discover. Updated weekly with new finds",Ambient,rix488nsvmi05oo0b5lacqrae,400,149380
1387,spotify:playlist:37i9dQZF1DX9c7yCloFHHL,Ambiente,"The cutting edge in new and contemporary Ambient, Atmospheric and Neo-Classical. A Winged Victory For The Sullen on cover.",Ambient,spotify,100,143939
1388,spotify:playlist:37i9dQZF1DWUrPBdYfoJvz,Ambient Essentials,All the greatest Ambient tracks in one place. Cover: Brian Eno,Ambient,spotify,127,127549
